place,address
トイザらス龍ヶ崎,茨城県龍ケ崎市小柴１－７
トイザらス水戸,茨城県水戸市河和田町３６３７－１
ヤマダ電機ＬＡＢＩ水戸,茨城県水戸市宮町１－７－３３
西友ひたち野うしく,茨城県牛久市ひたち野東２２－１
ＪＯＹＦＵＬ－２ニューポートひたちなか,茨城県ひたちなか市新光町３４－１
ＪＯＹＦＵＬ－２守谷,茨城県守谷市松ヶ丘３－８
セガワールド日立,茨城県日立市田尻町３－２６－１
ＡＧスクエア石岡,茨城県石岡市東大橋中峯１９７６－１
ハローズガーデン江戸崎店,茨城県稲敷市江戸崎甲４８３６番地パンプ江戸崎ショッピングセンター１階
ハローズガーデン竜ヶ崎店,茨城県龍ケ崎市小柴５－１－２ショッピングセンターサプラ２階
ジャングルパーク笠間店,茨城県笠間市赤坂８番地笠間ＳＣポレポレシティ１階
こころっこ日立店,茨城県日立市幸町１－１６－１イトーヨーカドー日立店５階プレビプレイランドコーナーこころっこ
ジャンボリー牛堀ＳＣ店,茨城県潮来市永山沼田７７７牛堀ショッピングセンター店内プレビプレイランドコーナージャンボリー
こころっこＪ’Ｓ新利根ＳＣ店,茨城県稲敷市角崎１６７８番地新利根ショッピングセンター内プレビプレイランドコーナーこころっこＪ’ｓ
ユーズランド水戸内原店,茨城県水戸市中原町字西１３５番地イオンモール水戸内原２Ｆ
水戸京成,茨城県水戸市泉町１－６－１水戸京成百貨店７Ｆ
筑波西武,茨城県つくば市吾妻１－７－１西武百貨店筑波店４Ｆ
アピタ石下　　,茨城県常総市本石下４４２－１
アピタ守谷　　,茨城県守谷市久保ヶ丘２－１－１
アピタ佐原東　,茨城県稲敷市西代１４８０
イトーヨーカドー古河,茨城県古河市雷電町１－１８
イトーヨーカドー日立,茨城県日立市幸町１－１６－１
イトーヨーカドー竜ヶ崎,茨城県龍ケ崎市小柴５－１－２
ＳＯＹＵ　ＴＯＹ’ｓ　ＮＹ守谷店,茨城県守谷市百合ヶ丘三丁目２４９番１イオンタウン守谷２Ｆ
アピナ下館店,茨城県筑西市玉戸１０１２－３
モーリーファンタジーつくば,茨城県つくば市稲岡６６－１イオン３Ｆ
モーリーファンタジー下妻,茨城県下妻市堀籠９７２－１イオン２Ｆ
モーリーファンタジー古河２Ｆ,茨城県古河市旭町１－２－１７イオン２Ｆ
モーリーファンタジー佐原東,茨城県稲敷市西代１４９５パルナ２Ｆ
モーリーファンタジー水戸内原,茨城県水戸市中原町字西１３５番地イオン３Ｆ
モーリーファンタジー土浦,茨城県土浦市上高津３６７番イオン３Ｆ
モーリーファンタジー東海,茨城県那珂郡東海村舟石川駅東四丁目１番１号イオン２Ｆ
ビックカメラ水戸店４Ｆトイズコーナー,茨城県水戸市宮町１－７－３１エクセルみなみ４Ｆ・５Ｆ
イオン下市,茨城県水戸市柳町２－１１－６
イオン鹿嶋,茨城県鹿嶋市宮中２９０－１
イオン高萩,茨城県高萩市安良川２３１－１
イオンつくば,茨城県つくば市稲岡６６－１
イオン水戸内原,茨城県水戸市中原町字西１３５
イオン下妻,茨城県下妻市堀篭９７２－１
イオン土浦,茨城県土浦市上高津３６７
イオン東海,茨城県那珂郡東海村舟石川駅東４－１－１
イオン古河,茨城県古河市旭町１－２－１７
