place,address
らんらんらんど浜田,島根県浜田市周布町イ６１番地−１トライアル浜田店１Ｆ
ペリカン益田,島根県益田市高津７−２１−１２．ゆめタウン益田内２Ｆ
モーリーファンタジー・ｆ松江,島根県松江市東朝日町１５１イオンＳＣ３Ｆ
モーリーファンタジー出雲,島根県出雲市渡橋町１０６６イオン２Ｆ
イオン松江,島根県松江市東朝日町１５１
１００満ボルト松江本店,島根県松江市乃白町４９６−４
ペリカン浜田,島根県浜田市港町２２７−１
ＡＢＣパレード出雲店,島根県出雲市大塚町６５０−１ゆめタウン出雲店２Ｆ
セガ松江,島根県松江市嫁島町１２−１５
ｙｏｕｍｅ　ＣＩＲＣＵＳ（出雲）,島根県出雲市大塚町６５０−１ゆめタウン出雲東館３Ｆ
