place,address
ライフ毛呂山店,埼玉県入間郡毛呂山町岩井西３丁目１２番地３４
ユーズランド越谷店,埼玉県越谷市東町４−２１−１イオンレイクタウンＫＡＺＥ３ＦＡ３４２
ゲームシティ川口,埼玉県川口市埼玉県川口市栄町１−１０−５
ゲームシティ川口,埼玉県川口市埼玉県川口市栄町１−１０−５
ゲームシティプラス川越,埼玉県川越市埼玉県川越市泉町１−１ウニクス南古谷シネマ棟１Ｆ
ゲームシティプラス川越,埼玉県川越市埼玉県川越市泉町１−１ウニクス南古谷シネマ棟１Ｆ
そごう大宮店　５F玩具売場,埼玉県さいたま市大宮区桜木町１−６−２そごう大宮店５Ｆ
楽市楽座イオンモール川口前川,埼玉県川口市前川１−１−１１イオンモール川口前川店３階
らんらんらんど東大宮,埼玉県さいたま市見沼区春野２丁目８番地パトリア東大宮店３Ｆ
らんらんらんど北本,埼玉県北本市中央４丁目６３ダイエー北本店３Ｆ
ハローズガーデン深谷店,埼玉県深谷市上紫町西４−２−１４アリオ深谷店２階
タイトーステーション大宮店,埼玉県さいたま市大宮区大門町一丁目１番地
ＳＯＹＵＧａｍｅＦｉｅｌｄ熊谷店,埼玉県熊谷市埼玉県熊谷市銀座二丁目２４５番地ショッピングセンターニットーモール４Ｆ
セガワールド入間,埼玉県入間市東藤沢２−１８
ゲオ東越谷店,埼玉県越谷市東越谷４−８−１７
モーリーファンタジー上里,埼玉県児玉郡上里町大字金久保字蓮山３５９番１イオンタウン２Ｆ
西友東松山,埼玉県東松山市小松原町１１−２
西友小手指,埼玉県所沢市小手指町１−２５−８
ＪＯＹＦＵＬ−２幸手,埼玉県幸手市上高野１２５８−１
マルエツ朝霞,埼玉県朝霞市本町１−１２−１０
新宝島浦和美園,埼玉県さいたま市緑区大門３７１０イオンモール浦和美園２Ｆ
ダイエー所沢,埼玉県所沢市東町５−２２
ダイエー南浦和東口,埼玉県さいたま市南区南浦和３−２−１
ライフ吉川駅前,埼玉県吉川市保１−１３−３
セガ川口,埼玉県川口市東領家２−２−１０
セガ与野,埼玉県さいたま市中央区本町西５−２−９イオン与野ショッピングセンター３Ｆ
ＡＧスクエア埼玉花園,埼玉県深谷市荒川３５９
にこぱエムズタウン幸手店,埼玉県幸手市上高野７６４エムズタウン幸手
ニコパ越谷サンシティ店,埼玉県越谷市南越谷１丁目２８７６番１越谷サンシティＳＣ４Ｆ
ニコパ草加舎人店,埼玉県草加市遊馬町２−１島忠ホームズ草加舎人店１Ｆ
ハローズガーデン本庄店,埼玉県本庄市南１−２−１０アピタ本庄店１階
ハローズガーデン伊奈店,埼玉県北足立郡伊奈町学園２−１８８−１ＵＮＩＣＵＳ伊奈店２階
ハローズパシオス秩父店,埼玉県秩父市永田町１０−２７
ハローズガーデン深谷店,埼玉県深谷市上紫町西４−２−１４アリオ深谷店２階
ハローズガーデンワカバウォーク店,埼玉県鶴ケ島市富士見１−２−１ワカバウォーク北棟２階
あひるのたまご所沢山口店,埼玉県所沢市小手指台２３−１マミーマート所沢山口店内プレインランドコーナージャンボリー
こころっこ北本店,埼玉県北本市深井６−８７ＨｅｙＷｏｒｌｄ店内プレビプレイランドコーナーこころっこ
あひるのたまご岩槻店,埼玉県さいたま市岩槻区本丸３−２０−５３マミーマート岩槻店内プレビプレイランドコーナーあひるのたまご
龍宮ガーデンアリオ上尾,埼玉県上尾市大字壱丁目３６７番地アリオ上尾店内２階
ユーズランド越谷店,埼玉県越谷市東町４−２１−１イオンレイクタウンＫＡＺＥ３ＦＡ３４２
ユーズランド春日部店,埼玉県春日部市下柳４２０−１イオンモール春日部２Ｆ区画番号２０３７
ＴＨＥ　３ＲＤ　ＰＬＡＮＥＴ　フレスポ八潮店,埼玉県八潮市大瀬８２２番地１フレスポ八潮３Ｆ
おぢいさんの店,埼玉県桶川市南１−６−５
Ｆｏｒｋｉｄｓ’菖蒲,埼玉県久喜市菖蒲町菖蒲６００５番地１モラージュ菖蒲内
Ｆｏｒｋｉｄｓ’川口,埼玉県川口市栄町３−５−１そごう川口店７Ｆ
アピタ本庄,埼玉県本庄市南１−２−１０
アピタ東松山,埼玉県東松山市あずま町４−３
アピタ吹上,埼玉県鴻巣市袋９０−１
アピタ岩槻,埼玉県さいたま市岩槻区大字大口８００
