place,address
アピナ富山南店,富山県富山市堀川町３５５−３マイプラザ内
らんらんらんど氷見,富山県氷見市幸町９−７８ハッピータウン氷見店２Ｆ
アル・プラザ富山,富山県富山市婦中町下轡田１６５−１
モーリーファンタジー高岡,富山県高岡市江尻３３１−１イオン１Ｆ
モーリーファンタジー高岡南,富山県高岡市下伏間江３８３イオン２Ｆ
モーリーファンタジー小杉,富山県射水市三ヶ２６０２アル・プラザ小杉２Ｆ
イオン高岡南,富山県高岡市下伏間江３８３
ユーズランド高岡店,富山県高岡市下伏間江３８３イオンモール高岡２Ｆ
アピナ富山新庄店,富山県富山市荒川３−２−１２
おもちゃのバンビ本郷店,富山県富山市本郷１６−８
おもちゃのバンビ高岡駅南店,富山県高岡市赤祖父３８７
トイザらス富山,富山県富山市五福１１４３−１五福ショッピングセンターアリス２Ｆ
アピタ富山東,富山県富山市上冨居３−８−３８
アピタ富山,富山県富山市上袋１００番６８
アピタ砺波,富山県砺波市太郎丸３丁目６９番地
アピタ黒部,富山県黒部市前沢字北１０１７番地４
アピタ魚津,富山県魚津市住吉６００番地
