place,address
ライフ歌島,大阪府大阪市西淀川区歌島２−６−１３
ライフ庄内,大阪府豊中市庄内栄町５−５−１０
ライフ大仙,大阪府堺市堺区大仙西町６−１８４−１
ライフ久宝寺駅前,大阪府八尾市龍華町１−４−３
イトーヨーカドー津久野,大阪府堺市西区下田町２０−１
イトーヨーカドーアリオ八尾,大阪府八尾市光町２−３
イトーヨーカドーあべの,大阪府大阪市阿倍野区阿倍野筋１−６−１
ピザッカ大東,大阪府大東市住道２−１−１０３イズミヤ内５Ｆ
ペリカン花園,大阪府西成区花園南１−２−４イズミヤ内４Ｆ
エディオン中環東大阪,大阪府大阪市稲田三島町３−８８
ヤマダ電機ＬＡＢＩ１なんば,大阪府大阪市浪速区難波中二丁目１１番３５号ＡＶソフトコーナー
らんらんらんど富田林,大阪府富田林市昭和町１−７−１ダイエー富田林店３Ｆ
らんらんらんど吹田,大阪府吹田市朝日町２番１０１号ダイエー吹田店４Ｆ
らんらんらんど池田駅前,大阪府池田市満寿美町２−２ダイエー池田駅前店４Ｆ
ビックカメラなんば,大阪府大阪市中央区千日前２丁目１０?１トイズコーナー
ヤマダ電機ＬＡＢＩ千里,大阪府豊中市新千里東町１丁目２−２０ＡＶソフトコーナー
ヤマダ電機テックランド高槻大塚本店,大阪府高槻市大塚町５丁目２番６号
タイトーステーション難波店,大阪府大阪市中央区難波千日前１５−１２
タイトーステーション大阪日本橋店,大阪府大阪市浪速区日本橋４−９−１４
セガワールドアポロ,大阪府大阪市阿倍野区阿倍野筋１−５−３１アポロビル３Ｆ
セガワールド布施,大阪府東大阪市長堂１−１−１ロンモール布施内
セガ福田,大阪府堺市中区福田１０５６−１
テクモピア寝屋川店,大阪府寝屋川市緑町５−８イオンモール寝屋川グリーンシティ３階
モーリーファンタジー大日,大阪府守口市大日東町１番１８号イオン２Ｆ
ペリカン若江岩田,大阪府東大阪市瓜生堂１−１０−５２イズミヤ内２Ｆ
ペリカン千里丘,大阪府吹田市山田南１−１イズミヤ内２Ｆ
ペリカン和泉中央,大阪府和泉市いぶき野５丁目１番１１号エコールいずみ店内２Ｆ
西友八戸の里,大阪府東大阪市下小阪５−２−３５
キデイランド大阪梅田,大阪府大阪市北区芝田１−１−３阪急三番街
ダイエー曽根,大阪府豊中市曽根東町３−３−１
ダイエー池田駅前,大阪府池田市満寿美町２−２
アル・プラザ茨木,大阪府茨木市上郡２−１２−８
トイザらス堺,大阪府堺市北区長曽根町１９２１
セガ今福,大阪府大阪市城東区今福東１−９−３４
トイザらス住之江公園,大阪府大阪市住之江区南加賀屋２−３−２３
セガあべのキューズモール,大阪府大阪市阿倍野区阿倍野筋１−６−１あべのマーケットパークキューズモール３階
セガビバモール寝屋川,大阪府寝屋川市寝屋南２丁目２２−２ビバモール寝屋川モール棟２Ｆ
セガ新三国アルゴ７,大阪府豊中市神州町１−１５
ＡＧスクエア東大阪,大阪府東大阪市稲田新町３−９−６４
ＡＧスクエア岸和田,大阪府岸和田市港緑町２−１２
セガワールド松原,大阪府堺市東区八下町３丁−１０
ＣＬＵＢＳＥＧＡ藤井寺,大阪府藤井寺市沢田１−２０−８
セガワールド和泉,大阪府和泉市肥子町２−４−４１
トイザらス貝塚,大阪府貝塚市石才２１７
ヨドバシカメラ梅田,大阪府大阪市北区大深町１−１５Ｆ
ＮＩＣＯＰＡ原山台店,大阪府堺市南区原山台５−９−８
ＮＩＣＯＰＡベルファ都島店,大阪府大阪市都島区友渕町２−１３−３４
トイザらス香里園,大阪府寝屋川市日新町５−５アル・プラザ香里園３Ｆ
テクモピア寝屋川店,大阪府寝屋川市緑町５−８イオンモール寝屋川グリーンシティ３階
トイザらス茨木,大阪府茨木市藤の里１−７−４１茨木ショッピングプラザ１Ｆ
トイザらス泉北ニュータウン,大阪府堺市中区三原台１−１−３ＪＯＹＰＡＲＫ泉ヶ丘３Ｆ
レインボーランド若江岩田店,大阪府東大阪市瓜生堂１丁目１０番５２号イズミヤ若江岩田店４階
レインボーランド大東店,大阪府大東市住道２丁目１番１０３号イズミヤ大東店４階
レインボーランド西岸和田店,大阪府岸和田市港緑町２−１イズミヤ西岸和田店３階
Ｆｏｒｋｉｄｓ’あべの,大阪府大阪市阿倍野区阿倍野筋１−１−４３あべのハルカス近鉄本店ウイング館８Ｆ
アル・プラザ香里園,大阪府寝屋川市日新町５−５
トイザらス藤井寺,大阪府藤井寺市岡２−８−４１ソリヤ２Ｆ
トイザらス阪急山田,大阪府吹田市山田西４−１−２
高島屋　泉北店,大阪府堺市南区茶山台１−３−１４Ｆ
トイザらス大阪鶴見,大阪府大阪市鶴見区鶴見４−１７−１−４１５イオンモール鶴見緑地４Ｆ
タイトーステーション　難波店,大阪府大阪市中央区難波千日前１５−１２
タイトーステーション　大阪日本橋店,大阪府大阪市浪速区日本橋４−９−１４
トイザらスなんばパークス,大阪府大阪市浪速区難波中２−１０−７０なんばパークス１Ｆ
タイトーＦステーション　住道店,大阪府大東市赤井１丁目４番３号
ジョーシン新石切,大阪府東大阪市弥生町１６−１２ホームセンターコーナン２Ｆ
ジョーシン大東,大阪府大東市新田旭町２−８
ジョーシン外環柏原,大阪府柏原市本郷５−９６９
アル・プラザ枚方,大阪府枚方市津田元町１−４−１
イトーヨーカドー津久野,大阪府堺市西区下田町２０−１
イトーヨーカドー東大阪,大阪府東大阪市吉田下島１−１
高島屋堺,大阪府堺市堺区三国ヶ丘御幸通５９番地７階
キデイランド枚方,大阪府枚方市岡東町１９−１４京阪百貨店１Ｆ
