place,address
アル・プラザ高槻,大阪府高槻市芥川町１－２Ｃ－２０１
アル・プラザ茨木,大阪府茨木市上郡２－１２－８
アル・プラザ香里園,大阪府寝屋川市日新町５－５
アル・プラザ枚方,大阪府枚方市津田元町１－４－１
ペリカン若江岩田,大阪府東大阪市瓜生堂１－１０－５２イズミヤ内２Ｆ
ペリカン千里丘,大阪府吹田市山田南１－１イズミヤ内２Ｆ
ペリカン和泉中央,大阪府和泉市いぶき野５丁目１番１１号エコールいずみ店内２Ｆ
トイザらス堺,大阪府堺市北区長曽根町１９２１
トイザらス住之江公園,大阪府大阪市住之江区南加賀屋２－３－２３
トイザらス貝塚,大阪府貝塚市石才２１７
トイザらス香里園,大阪府寝屋川市日新町５－５アル・プラザ香里園３Ｆ
トイザらス茨木,大阪府茨木市藤の里１－７－４１茨木ショッピングプラザ１Ｆ
トイザらス泉北ニュータウン,大阪府堺市中区三原台１－１－３ＪＯＹＰＡＲＫ泉ヶ丘３Ｆ
トイザらス藤井寺,大阪府藤井寺市岡２－８－４１ソリヤ２Ｆ
トイザらス阪急山田,大阪府吹田市山田西４－１－２
トイザらス大阪鶴見,大阪府大阪市鶴見区鶴見４－１７－１－４１５イオンモール鶴見緑地４Ｆ
トイザらスなんばパークス,大阪府大阪市浪速区難波中２－１０－７０なんばパークス１Ｆ
ライフ関目,大阪府大阪市城東区関目１－５－３
ライフ喜連瓜破,大阪府大阪市平野区喜連西６－２－３４
ライフ杭全,大阪府大阪市東住吉区杭全５－１１－７
ライフ住吉,大阪府大阪市住吉区万代４－１３－３
ライフ新大阪,大阪府大阪市淀川区西三国１－７－４４
ライフ西宮原,大阪府大阪市淀川区西宮原２－２－２２
ライフ巽,大阪府大阪市生野区巽中１－２２－２
ライフ長居,大阪府大阪市住吉区長居東３－１－１
ライフ南津守,大阪府大阪市西成区南津守６－１－７５
ライフ門真,大阪府門真市島頭３－４－１
エディオン豊中,大阪府豊中市日出町２－２－１８
イズミヤ八尾,大阪府八尾市沼１－１
イズミヤ松原,大阪府松原市上田６－４－８余暇
イズミヤ泉北,大阪府堺市中区小阪２７０
ヤマダ電機ＬＡＢＩ１なんば,大阪府大阪市浪速区難波中二丁目１１番３５号ＡＶソフトコーナー
ヤマダ電機ＬＡＢＩ千里,大阪府豊中市新千里東町１丁目２－２０ＡＶソフトコーナー
ヤマダ電機テックランド高槻大塚本店,大阪府高槻市大塚町５丁目２番６号
西友八戸の里,大阪府東大阪市下小阪５－２－３５
キデイランド大阪梅田,大阪府大阪市北区芝田１－１－３阪急三番街
ダイエー曽根,大阪府豊中市曽根東町３－３－１
ダイエー池田駅前,大阪府池田市満寿美町２－２
セガ今福,大阪府大阪市城東区今福東１－９－３４
セガあべのキューズモール,大阪府大阪市阿倍野区阿倍野筋１－６－１あべのマーケットパークキューズモール３階
セガビバモール寝屋川,大阪府寝屋川市寝屋南２丁目２２－２ビバモール寝屋川モール棟２Ｆ
セガ新三国アルゴ７,大阪府豊中市神州町１－１５
ＡＧスクエア東大阪,大阪府東大阪市稲田新町３－９－６４
ＡＧスクエア岸和田,大阪府岸和田市港緑町２－１２
セガワールド松原,大阪府堺市東区八下町３丁－１０
