楽市街道くるめ,福岡県久留米市新合川2-7-10,久留米アミューズメントビル内,130.5426705,33.3197842,2015-01
楽市楽座イオンモール福岡,福岡県糟屋郡粕屋町大字酒殿字老ノ木192-1,イオンモール福岡店2階,130.4804371,33.5965614,2015-01
楽市楽座イオンモール筑紫野,福岡県筑紫野市立明寺434-1,イオンモール筑紫野店3階,130.5266046,33.4811128,2015-01
楽市楽座イオンモール大牟田,福岡県大牟田市岬町3-4,イオンモール大牟田店2階,130.4284229,33.0306486,2015-01
楽市楽座イオンモール福津,福岡県福津市日蒔野6-16-1,イオンモール福津店3階,130.4937922,33.7532433,2015-01
楽市楽座イオンモール福岡伊都,福岡県福岡市西区北原1-3-1,イオンモール福岡伊都店別館,130.2563706,33.5771505,2015-01
楽市楽座穂波,福岡県飯塚市若菜260-1,,130.6720885,33.629431,2015-01
楽市楽座イオン小郡,福岡県小郡市大保110,イオン小郡ショッピングセンター内,130.5646627,33.4088687,2015-01
楽市楽座砂津,福岡県北九州市小倉北区砂津3-1-1,チャチャタウン小倉店B棟3階,130.8886958,33.8833456,2015-01
楽市楽座210トリアス,福岡県糟屋郡久山町大字山田990,,130.4919927,33.6528578,2015-01
楽市楽座サンリブシティ小倉,福岡県北九州市小倉南区上葛原2-14-1,サンリブシティ小倉店2階,130.9081046,33.8383864,2015-01
ビックカメラ天神 2号館,福岡県福岡市中央区天神2-4-5,トイズコーナー,130.3985713,33.587566,2014
らんらんらんどキッズパーク,福岡県福岡市博多区住吉1-2-22,キャナルシティOPAB1F,130.4112286,33.5897604,2015-01
タイトーステーション福岡天神店,福岡県福岡市中央区天神2-6-35,サザンクロスビル,130.3973464,33.5896519,2015-01
タイトーステーションヨドバシ博多店,福岡県福岡市博多区博多駅中央街6-12,,130.4216776,33.5883536,2015-01
タイトーステーションリバーウォーク店,福岡県北九州市小倉北区室町1-1-1,,130.8754889,33.8859395,2015-01
らんらんらんど盛岡南,岩手県盛岡市津志田西2-17-50,盛岡南ショッピングセンターサンサ店1F,141.148298,39.662272,2015-01
